DATE,DEVICE_TYPE,MARKETING_CHANNEL,PAYMENT_METHOD,PRODUCT_NAME,SE%,ORDER_LAST_TOUCH,CART_ADD_FIRST_TOUCH,CART_ADD_LAST_TOUCH,CART_ADD,TIME_SPENT_PER_VISIT,CHECKOUTS,SITE_SEARCH,MV,MV%,REVENUE,QV%,UNITS,PRODUCT_VIEWS,VISITS,UNIQUE_VISITORS,ATC%,ATC,ORDER_FIRST_TOUCH,ORDER,ORDER%,CART_ABANDON,AOV
2024-06-02 00:00:00.000,Mobile Phone,Video,Bank Transfer,S4,9.12,62.14,9.45,28.67,185.42,5.26,270.31,476.27,468.17,54.83,3049.37,50.63,76.49,4215.99,4186.81,2921.55,14.92,375.66,4.85,41.59,80.56,89.12,73.319788411
2024-01-25 12:00:00.000,Other,Push Notification,GPay,F2,94.18,82.47,134.12,55.84,143.95,7.7,132.02,464.29,906.17,64.33,4646.3,21.79,467.2,1016.39,4265.63,2042.22,88.89,197.5,105.5,31.22,33.83,117.33,148.824471493
2024-10-05 15:00:00.000,Other,QR code,Bank Transfer,F3,70.95,112.19,89.06,91.4,229.61,14.53,172.64,58.5,242.82,27.84,1756.91,9.52,225.69,402.44,1658.79,1197.35,93.09,176.33,35.05,177.19,39.73,26.18,9.915401546
2024-05-29 12:00:00.000,Tablet,QR code,Credit Card,S1,73.19,90.39,18.11,139.78,356.34,14.54,73.29,370.51,863.59,82.29,359.42,2.2,445.17,2146.03,1800.43,2017.89,79.96,469.59,107.25,5.48,14.73,42.34,65.587591241
2023-03-15 05:00:00.000,Television,Gen AI Search,Debit Card,S2,20.51,136.88,149.05,20.43,198.42,17.26,18.49,336.9,239.86,59.5,3727.12,41.93,43.05,2250.23,2088.97,1785.73,57.38,266.41,132.63,42.21,60.91,59.17,88.299455105
2024-06-20 06:00:00.000,Television,Video,GPay,F5,59.01,51.71,84.97,70.87,174.46,16.43,244.6,444.12,37.92,52.34,3790.35,50.17,241.1,1523.97,672.86,1158.44,77.02,431.35,0.23,60.86,82.26,23.83,62.279822544
2024-07-19 13:00:00.000,Other,Social Network Referrals,Credit Card,S2,81.68,59.64,83.46,4.6,369.84,19.68,276.74,340.64,418.33,78.43,4132.99,22.11,472.19,4121.49,4228.66,2122.18,80.76,291.68,99.1,188.57,23.17,137.49,21.917537254
2023-11-19 13:00:00.000,Mobile Phone,Social Media Campaigns,Debit Card,S3,12.06,95.27,13.3,6.01,201.52,11.84,150.05,298.48,713.26,50.05,4746.69,97.82,348.87,2460.35,1096.59,250.66,17.1,153.77,48.78,39.08,66.59,145.34,121.460849539
2023-02-18 03:00:00.000,Mobile Phone,Social Network Referrals,Credit Card,F1,61.04,81.21,107.95,5.01,159.27,13.45,246.64,308.47,800.49,82.62,529.7,58.57,264.26,611.62,752.69,1994.08,16.85,402.95,132.13,68.13,83.51,61.34,7.774842213
2023-04-08 06:00:00.000,Tablet,Social Media Campaigns,Rupay,F2,27.69,11.89,107.67,109.09,270.93,17.11,38.09,466.23,771.34,83.52,2364.06,52.29,358.94,7138.88,3907.07,1339.17,19.93,34.45,182.69,187.92,82.68,15.02,12.580140485
2025-06-17 10:00:00.000,Other,Push Notification,Bank Transfer,F3,21.57,101.88,39.56,33.28,142.08,14.13,107.17,360.89,292.21,14.74,4163.69,7.81,9.06,9600.19,488,917.96,77.08,84.73,49.14,114.95,43.9,29.94,36.221748586
2024-10-20 12:00:00.000,Tablet,Paid Search,Credit Card,S3,14.8,90.54,27.38,88.57,394.65,8.39,142.85,452.97,258.8,67.97,988.52,84.19,94.73,782.42,1432.61,2361.9,38.86,2.75,156.38,51.03,55.06,99.71,19.371350186
2024-07-21 18:00:00.000,Mobile Phone,Social Network Referrals,Bank Transfer,F5,72.33,168.08,121.87,102.78,388.96,5.47,291.06,435.69,20.95,91.72,3562.46,83.43,94.36,1300.31,4677.62,667.14,21.55,210.19,31.54,90.49,63.51,16.31,39.368549011
2024-07-31 13:00:00.000,Tablet,Gen AI Search,GPay,F2,58.76,54.71,85,57.43,262.39,13.78,201.86,58.37,553.92,38.15,371.49,44.54,403.87,5299.7,1611.06,1107.76,36.34,52.46,160.82,100.12,42.07,39.43,3.710447463
2025-02-26 20:00:00.000,Mobile Phone,Other Links,Credit Card,S3,67.09,50.77,136.28,104.87,85.21,15.79,110.54,8.79,64.62,56.88,3049.4,65.44,179.8,5275.9,4430.83,1715.99,20.19,259.7,121.31,187.57,52.92,27.16,16.257397238
2025-09-05 02:00:00.000,Television,Paid Search,Credit Card,F3,59.09,111.62,72.12,130.12,89.13,5.42,36.34,2.39,89.34,33.84,3056.89,85.55,197.31,971.77,2312.78,356.64,40.38,143.7,122.04,116.74,25.54,123.61,26.185454857
2023-12-10 04:00:00.000,Other,Social Network Referrals,Rupay,S3,66.52,22,142.64,143.06,217.46,12.5,175.21,183.5,969.93,52.36,216.95,46.44,155.78,2357.25,1134.77,761.89,81.51,100.8,33.41,70.23,91.5,7.19,3.089135697
2023-01-10 04:00:00.000,Tablet,Social Media Campaigns,GPay,F1,33.53,127.2,15.28,112.07,22.45,10.17,105,223.64,57.99,12.26,2044.27,35.81,31.21,3729.95,1561.9,35.4,90.31,266.8,92.73,105.89,30.44,147.94,19.305600151
2025-01-12 23:00:00.000,Mobile Phone,QR code,Debit Card,S2,79.09,138.16,77.82,8.89,310.72,9.58,190.29,271.56,610.73,35.87,1429.38,80.09,301.36,6255.51,2510.73,879.97,8.16,104.39,112.17,60.8,6.08,50.37,23.509539474
2025-07-05 20:00:00.000,Mobile Phone,Paid Search,Credit Card,F1,16.41,136.74,7.51,73.61,355.95,19.42,246.07,266.92,387.75,12.23,1129.11,92.72,112.53,8427.63,1047.02,952.74,14.79,147.09,73.57,162.7,80.37,107.68,6.939827904
2024-06-30 20:00:00.000,Television,QR code,Debit Card,F1,75.17,135.71,42.81,2.6,88.55,15.08,41.74,89.4,497.46,99.74,1923.17,37.23,302.04,344.74,1843.82,787.25,88.07,67.8,106.76,141.14,57.15,41.73,13.62597421
2025-04-11 07:00:00.000,Mobile Phone,Social Network Referrals,Credit Card,S3,95.16,141.8,21.02,124.22,225.64,5.54,192.31,98.95,386.01,95.75,2472.61,7.27,145.02,5374.33,2902.63,1281.01,42.59,402.2,175.47,192.01,13.18,51.04,12.87750638
2023-04-01 20:00:00.000,Television,Paid Search,GPay,S4,94.9,191.95,101.92,48.72,221.13,17.58,225.9,194.14,835.85,82.87,1261.37,91.16,437.85,4012.43,4911.27,2346.23,66.88,152.52,137.65,78.97,76.97,101.66,15.972774471
2025-04-01 00:00:00.000,Mobile Phone,Social Media Campaigns,Debit Card,F3,8.7,82.61,123.34,3.79,208.5,3.03,58.78,245.44,796.85,94.63,720.71,4.52,163.2,7785.17,1651.66,2484.58,32.84,114.27,16.65,34.46,86.57,112.75,20.9143935
2023-11-19 15:00:00.000,Other,QR code,Credit Card,F2,72.14,147.08,77.61,28.68,343.13,12.39,18.72,414.66,345.94,85.8,4201.34,29.43,40.95,6900.49,4098.71,2548.9,95.61,114.54,54.16,173.99,58.61,11.63,24.147019944
2023-11-09 16:00:00.000,Television,Other Links,Rupay,S4,76.61,116.23,115.01,62.89,354.11,1.69,296.59,267.56,991.26,22.81,114.44,36.42,322.4,5978.44,798.48,2513.01,28.33,155.4,93.55,7.39,12.04,22.01,15.48579161
2024-11-12 20:00:00.000,Tablet,Paid Search,GPay,S4,37.76,146.04,26.86,91.24,315.89,9.52,186.02,172.4,920.55,92.99,1497.86,19.18,226.03,8188.4,223.52,24.28,43.23,436.54,92.65,64.94,62.25,87.92,23.065291038
2023-10-28 15:00:00.000,Television,Push Notification,Rupay,S3,42,157.45,126.74,46.38,356.59,17.35,256.87,493.99,474.65,28.82,2935.16,91.56,104.35,7435.51,2538.89,720.09,20.42,474.78,83.96,109.58,96.85,58.46,26.785544807
2025-04-11 07:00:00.000,Television,Paid Search,Bank Transfer,S3,50.18,56.26,90.35,119.73,397.17,17.46,68.33,213.97,17.4,41.67,3527.01,77.34,341.69,8495.52,4881.41,1000.98,63.83,356.95,59.26,146.11,88.22,48.34,24.139415509
2024-03-14 07:00:00.000,Television,Video,Bank Transfer,F3,57.11,94.65,89.16,100.88,247.64,4.78,204.39,407.18,729.5,93.54,2296.54,93.91,271.27,1992.63,2348.87,956.1,0.21,249.71,117.77,78.25,7.98,34.22,29.348753994
2025-09-02 04:00:00.000,Television,Social Network Referrals,GPay,F5,24.93,96.26,51.26,99.2,358.67,18.57,98.82,13.19,551.57,70.72,2498.01,73.09,25.36,5653.59,2491.77,1936.7,37.67,15.86,91.3,166.16,18.82,133.46,15.033762638
2024-03-07 09:00:00.000,Other,Other Links,Bank Transfer,F1,31.6,133.25,30.87,12.49,174.34,4.38,112.03,155.61,412.35,71.93,4467.41,56.59,444.75,7836.2,1731.67,434.97,94.03,140.33,100.29,192.1,25.68,146.23,23.2556481
2024-05-12 16:00:00.000,Television,Other Links,Debit Card,F1,54.95,193.33,69.95,71.42,234.51,18.68,56.54,141.16,400.76,42.45,4311.58,63.16,401.23,1171.4,2336.3,527.89,96.79,7.39,115.63,12.11,3.2,43.54,356.034682081
2025-07-30 08:00:00.000,Tablet,Video,Credit Card,S3,33.3,132.05,2.44,84.34,19.98,14.39,231.27,479.05,190.13,71.14,4666.49,24.77,209.21,4691.5,4562.52,2910.31,15.72,280.46,34.31,184.99,78.14,133.64,25.225633818
2025-05-10 18:00:00.000,Mobile Phone,Social Media Campaigns,GPay,F1,79.48,126.08,46.68,103.43,203.1,19.29,170.46,403.33,34.51,38.13,1019.26,19.54,92.01,7885.91,1430.29,1069.27,98.16,44.79,136.63,88.06,46.99,0.8,11.574608222
2023-05-12 00:00:00.000,Mobile Phone,Social Network Referrals,Bank Transfer,S2,89.94,95.88,124.17,103.69,16.89,8.71,287.95,349.21,223.94,63.34,4251.47,40.54,406.77,2018.74,1460.65,1174.99,83.75,268.86,75.15,184.21,93.04,120.24,23.079474513
2023-11-12 15:00:00.000,Tablet,Paid Search,GPay,S1,97.03,27.14,108.01,96.22,98.95,6.54,134.53,182.64,693.93,63.11,494.17,37.84,6.54,2751.53,2948.27,2519.84,62.61,420.07,86.16,66.05,62.37,106.71,7.481756245
2023-10-29 23:00:00.000,Television,Gen AI Search,Bank Transfer,F2,10.48,156.95,131.97,113.66,195.33,11.08,9.4,51.66,371.29,19.86,826.62,12.68,182.19,5536.62,153.81,166.11,22.47,362.49,114.54,53.69,32.4,4.09,15.396163159
2023-05-02 21:00:00.000,Television,Push Notification,Credit Card,F2,38.35,190.79,70.08,9.99,124.69,14.2,82.05,484.65,431.24,54.18,925.72,8.27,34.55,2461.19,3326.9,577.49,48.35,236.42,30.87,171.58,38.28,67.43,5.395267514
2024-07-04 01:00:00.000,Other,QR code,Credit Card,S2,28.56,56.14,145.02,65.86,51.55,7.28,227.54,184.65,777.56,7.94,540.07,96.47,147.97,5980.87,1917.32,2882.47,20.78,58.59,86.24,24.52,44.37,125.55,22.025693312
2024-12-01 13:00:00.000,Tablet,Social Media Campaigns,Credit Card,F3,31.24,153.69,88.03,124.02,98,14.49,267.42,470.57,239.71,5.62,3183.91,69.8,110.04,2228.45,4441.51,2348.84,52.72,389.98,114.14,101.85,94.97,103.9,31.26077565
2025-06-03 11:00:00.000,Set-top Box,Paid Search,Bank Transfer,S3,35.88,198.84,107.68,147.9,147.23,2.09,287.86,262.74,276.7,57.22,4111.07,59.62,73.61,3362.11,1514.77,2625.09,56.83,497.57,167.82,165.83,46.23,71.21,24.790870168
2025-01-14 13:00:00.000,Television,Push Notification,Bank Transfer,S2,21.75,31.02,39.61,15.69,227.65,7.26,27.36,222.26,629.28,73.62,4970.72,13.99,40.25,767.99,1378.51,968,10.09,133.18,94.66,48.37,4.6,70.39,102.764523465
2025-03-22 07:00:00.000,Tablet,Gen AI Search,Debit Card,F5,42.34,182.16,126.41,74.44,186.49,15.03,177.42,141.5,489.32,40.05,3140.47,26.11,366.51,1518.13,2366.87,1656.62,7.07,258.21,94.95,86.48,76.29,105.79,36.314407956
2024-06-30 19:00:00.000,Other,QR code,Credit Card,S2,79.93,159,54.12,32.71,228.38,18.36,78.93,123.49,465.89,83.51,1200.94,70.65,119.49,8493.24,4483.12,1880.56,87.33,474.53,182.8,16.36,31.74,117.56,73.407090465
2023-11-05 23:00:00.000,Set-top Box,Social Network Referrals,Debit Card,F3,30.11,112.46,26.77,145.46,158.59,10.88,130.58,293.81,299.35,21.22,3679.71,4.72,34.96,1772.61,117.57,2109.98,15.48,182.34,170.48,31.4,7.32,44.82,117.188216561
2023-09-27 20:00:00.000,Set-top Box,Social Media Campaigns,Debit Card,F1,56.04,152.99,124.21,40.61,178.34,7.5,245.82,349.99,627.11,37.89,2112.48,5.57,427.3,4114.37,1043.74,857.66,60.85,247.31,27.39,192.93,69.35,75.54,10.949463536
2025-08-09 04:00:00.000,Tablet,Social Network Referrals,Credit Card,F2,33.13,100.36,111.61,46.93,50.72,11.53,35.39,343.66,126.52,8.16,139.54,60.3,166.99,8317.32,736.44,2467.89,49.76,126.61,51.24,92.83,75.93,110.6,1.503177852
2023-02-16 19:00:00.000,Other,Social Network Referrals,Credit Card,F1,76.06,64.77,138.83,53.22,353.01,6.4,187.07,441.61,32.2,95.07,3860.57,10.09,207.41,7846.27,2608.05,1670.27,83.19,279.85,108.43,71.04,18.5,60.9,54.343609234
2025-06-25 03:00:00.000,Tablet,Paid Search,Rupay,S1,55.86,18.54,108.97,12.29,145.13,16.72,172.2,414,446.34,15.6,442.79,92.6,343.18,8935.15,146.53,1999,79.72,233.66,141.83,46.5,98.09,108.69,9.522365591
2024-04-05 10:00:00.000,Other,Gen AI Search,GPay,F3,94.63,173.02,88.23,132.34,345.66,11.69,191.74,481.31,619.33,9.09,199.35,96.95,466.32,7600.28,414.01,2511.8,3.31,152.89,177.44,143.43,96.54,25.01,1.389876595
2023-04-24 22:00:00.000,Set-top Box,Gen AI Search,Credit Card,F5,94.65,192.77,9.9,114.34,134.8,14.08,234.59,226.63,674.23,36.96,2458.97,37.98,355.72,2271.9,3665.37,563.2,77.18,461.49,85.79,36.36,3.65,116.09,67.628437844
2025-08-30 00:00:00.000,Television,Paid Search,GPay,S1,29.6,188.98,30.68,116.26,337.44,9.34,204.29,161.05,932.24,80.28,1167.72,42.2,353.74,7811.37,1498.48,445.44,60.08,5.62,135.36,181.7,8.7,0.02,6.426637314
2024-07-29 04:00:00.000,Other,Push Notification,GPay,S2,80.08,25.3,146.74,46.03,5.44,1.43,138.65,408.71,615.61,21.02,1911.46,66.22,389.09,8306.93,3682.87,1689.68,99.42,388.33,9.63,134.51,77.34,107.51,14.210541967
2024-10-18 04:00:00.000,Other,Push Notification,Rupay,S2,53.14,59.75,121.95,26.35,61.86,6.76,73.85,405.55,707.83,4.47,2127.05,49.61,63.96,651.66,2484.67,2882.83,17.41,319.81,196.66,169.86,31.88,119.38,12.522371365
2025-08-05 00:00:00.000,Other,Social Network Referrals,GPay,S4,36.69,8.86,66.64,117.4,16.29,12.46,175.26,487.81,309.2,4.57,1692.5,3.28,31.29,6521.54,4360.31,853.91,97.42,223.15,32.39,8.38,85.54,10.32,201.968973747
2024-11-20 09:00:00.000,Television,Social Network Referrals,Rupay,F1,64.6,127.66,103.79,65.8,351.59,15.24,126.36,301.83,661.68,72.97,989.97,40.21,89.01,8264.56,1997.47,833.25,26.45,284.14,7.23,174.45,66.65,121.63,5.674806535
2024-01-18 01:00:00.000,Other,QR code,Rupay,F1,82.73,101.59,105.23,144.16,341.83,16.95,119.09,376.66,362.93,39.62,258.77,65.92,64.81,4223.35,1630.37,1982.29,88.73,136.81,32.7,164.46,91.02,101.13,1.573452511
2024-01-29 06:00:00.000,Other,Push Notification,Bank Transfer,F1,86.86,176.87,82.91,106.43,85.42,14.71,128.81,435.1,302.85,52,4167.42,90.86,319.3,5003.2,1223.73,1039.11,95.71,39.08,16.02,196.76,38.71,21.35,21.180219557
2025-02-22 22:00:00.000,Television,Other Links,Bank Transfer,F2,14.92,79.45,26.64,55.73,256.25,13.28,119.85,362.23,777.7,8.89,4749.15,85.29,327.84,8523.26,1721.88,2983.74,5.85,269.59,39.03,177.34,15.81,117.45,26.779914289
2024-05-18 10:00:00.000,Other,Video,Credit Card,F5,48.99,59.8,16.87,131.24,142.85,1.39,67.35,224.07,184.41,53.86,686.73,56.59,125.9,2983.25,677.81,1248.14,9.77,341.33,149.08,29.82,31.4,125.51,23.02917505
2023-04-24 05:00:00.000,Tablet,QR code,Bank Transfer,F5,79.46,96.71,89.87,75.72,340.81,5.31,231.53,300.53,589.09,62.25,769.43,74.74,256.34,6347.73,122.51,1585.63,57.77,329.26,96.39,153.26,49.33,10.07,5.020422811
2024-05-31 17:00:00.000,Set-top Box,Social Network Referrals,Debit Card,S1,54.65,121.17,43.72,42.95,43.98,6.72,203.6,195.73,841.25,54.06,1598.69,55.29,209.47,2442.84,1164.35,1275.3,23.96,460.34,48.56,158.82,21.19,89.32,10.066049616
2025-03-04 17:00:00.000,Other,QR code,GPay,S1,56.06,24.55,84.88,57.25,30.4,18.88,172.77,207.43,298.33,55.4,2292.49,10.2,413.3,120.9,4207.13,2113.36,59.8,237.7,51.72,28.65,0.93,97.17,80.017102967
2023-09-09 04:00:00.000,Other,Other Links,Debit Card,S1,15.68,32.91,97.11,83.3,132.08,11.25,30.42,8.46,67.83,86.07,3837.52,78.41,145.14,3552.47,183.19,1243.07,51.97,298.36,109.82,115.53,45.31,92.01,33.216653683
2023-02-07 19:00:00.000,Tablet,Social Media Campaigns,GPay,S3,15.18,145.27,103.44,69.61,53.89,16.65,255.53,239.22,429,98.84,190.23,22.65,161.19,9366.53,4285.73,1514.72,65.07,263.42,118.25,126.99,27.51,34.2,1.497991968
2023-10-02 18:00:00.000,Mobile Phone,Push Notification,GPay,F3,7.93,118.15,74.39,115.07,22.03,16.66,219.93,491.03,842.32,24.42,449.04,41.73,254.66,1059.02,1811.1,338.32,87.72,165.23,71.92,9.48,73.44,3.34,47.367088608
2025-07-18 09:00:00.000,Tablet,Social Media Campaigns,Rupay,S1,9.91,76.16,37.91,108.12,1.41,19.91,68.23,312.65,148.59,1.1,905.88,16.18,90.68,4747.11,227.35,74.99,75.3,343.13,69.94,78.28,41.25,37.11,11.572304548
2024-08-20 14:00:00.000,Mobile Phone,Paid Search,Credit Card,S2,33.1,169.24,35.66,60.04,3.38,15.35,253.98,366.54,503.7,79.33,4377.04,89.72,405.53,1662.7,1355.13,1764.99,29.24,238.6,157.86,54.98,25.29,101.62,79.611495089
2024-05-25 10:00:00.000,Television,Gen AI Search,Credit Card,F1,99.52,89.41,138.37,115.24,210.54,11.24,127.46,311.42,313.27,47.3,2994.61,77.47,380.5,8634.37,787.65,118.83,58.13,118.42,155.93,110.69,62.72,127.12,27.054024754
2023-02-04 05:00:00.000,Set-top Box,QR code,GPay,S2,98.4,56.56,43.14,122.53,149.62,16.14,133.57,486.5,677.47,13.5,1547.42,63.84,24.29,8502.2,2441.07,141.7,6.49,479,130.56,109.16,43.58,89.84,14.175705387
2024-01-10 19:00:00.000,Mobile Phone,Social Media Campaigns,Rupay,F5,91.44,34.33,110.92,87.92,40.2,15.77,25.42,426.14,142.53,22.36,2457.46,51.82,23.22,2227.8,3086.57,1895.39,10.13,122.61,8,148.72,80.5,64.73,16.524072082
2025-05-21 12:00:00.000,Other,Video,Debit Card,S3,80.73,41.58,105.92,96.87,303.39,10.46,263.14,367.75,136.28,77.07,4592.98,88.44,195.57,5101.08,1627.66,450.65,80.65,407.38,188.25,156.11,63.81,106.33,29.421433605
2024-03-12 10:00:00.000,Set-top Box,QR code,GPay,S1,74.83,196.5,123.81,120.4,187.63,16.67,235.73,93.89,699.87,82.31,1654.16,1.39,61.56,1318.13,1612.52,2335.75,28.58,145.77,130.53,95.13,5.57,127.62,17.388415852
2024-08-21 09:00:00.000,Set-top Box,Social Network Referrals,Debit Card,S4,57.7,180.49,84.05,77.86,33.04,6.9,174.27,108.76,640,61.21,2180.76,62.77,483.05,300.17,2539.8,252.32,38.01,419.83,58.37,2.65,90.69,63.03,822.928301887
2023-02-14 17:00:00.000,Other,Push Notification,Debit Card,S2,80.57,176.46,54.44,50.79,167.51,19.2,37.18,49.12,202.94,42.27,4889.92,43.84,481.33,9543.41,677.9,2331.83,8.71,492.91,71.41,31.82,22.33,116.96,153.674418605
2023-02-05 00:00:00.000,Tablet,Push Notification,Bank Transfer,F5,74.1,153.98,81.74,90.07,175.25,7.63,296.81,158.87,421.64,47.48,331.93,82.78,227.94,6580.26,2531.94,542.31,23.2,11.05,58.26,50.63,37.76,91.96,6.55599447
2023-03-04 05:00:00.000,Set-top Box,QR code,Bank Transfer,F3,83.94,151.15,24.9,137.26,265.25,4,282.35,173.7,169.75,29.15,3544.81,55.49,401.02,147.4,4486.99,1274.81,56.89,147.15,1.8,16.75,54.02,19.34,211.630447761
2025-05-07 10:00:00.000,Set-top Box,Push Notification,GPay,S1,93.97,140.3,76.73,69.55,122.72,10.87,120.85,364.28,701.34,51.76,4938.89,73.32,125.73,7289.94,376.02,638.37,97.47,266.1,158.68,41.05,59.99,39.34,120.314007308
2025-02-06 23:00:00.000,Mobile Phone,Push Notification,Debit Card,S3,75.8,178.41,100.52,118.63,2.85,8.94,185.69,196.99,766.33,20.32,2636.23,72.54,263.55,3884.82,4917.55,574.12,69.87,486.68,180.07,129.17,44.53,21.21,20.408995897
2023-06-02 22:00:00.000,Mobile Phone,Social Network Referrals,Rupay,S4,76.7,74.73,0.54,42.24,353.93,14.22,28.88,287.52,331.48,32.23,2189.18,79.25,8.2,8327.14,1774.83,2435,37.79,50.99,133.71,110.97,31.46,84.86,19.727674146
2023-02-28 06:00:00.000,Set-top Box,Display,Bank Transfer,F3,47.8,39.9,23.02,62.5,150.82,16.83,100.06,84.49,591.81,81.16,303.72,50.19,450.56,2149.7,3828.96,541.04,14.69,445.43,194.33,114.14,63.99,85.47,2.660942702
2023-11-16 09:00:00.000,Tablet,Social Media Campaigns,Credit Card,S2,8.64,56.72,129.15,12.14,174.5,1.9,39.46,292.06,319.18,72.1,1226.14,63.43,24.22,1838.26,4447.44,2905.39,38.41,409.25,156.63,184.31,11.41,32.39,6.652596169
2023-12-18 20:00:00.000,Other,QR code,Debit Card,S2,12.84,80.5,142.6,140.5,275.82,2.89,138.34,145.23,374.54,0.36,313.94,6.37,472.29,7272.52,1754.21,1987.02,72.4,202.11,170.69,59.17,48.96,9.72,5.305729255
2025-06-20 14:00:00.000,Other,Display,Credit Card,S4,88.37,8.09,94.78,87.13,330.32,5.57,269.81,311.8,477.35,97.42,3993.94,24.33,22.66,4708.93,3113.28,2693.85,63.03,63.54,3.25,172.03,72.09,137.94,23.216532
2025-01-27 13:00:00.000,Television,QR code,Debit Card,F1,80.81,67.56,18.09,16.88,349.03,3.24,15.13,57.97,962.54,32.79,4653.33,83.4,191.15,7690.79,4173.33,691.88,53.11,162.93,110.45,152.73,99.34,47.07,30.467688077
2024-11-27 04:00:00.000,Television,Push Notification,Credit Card,F5,14.45,13,105.77,31.42,324.79,9.85,63.96,79.55,444.11,75.2,2423.88,62.77,109.01,585.6,2117.91,1286.89,34.24,281.59,166.08,13.3,8.57,85.34,182.246616541
2025-01-01 03:00:00.000,Other,Video,Rupay,S3,57.63,115.12,23.36,47.75,307.59,18.78,189.09,261.04,647.78,10.28,128.18,11.75,70,5550.52,3597.33,447.91,31.54,269.46,175.37,133.53,78.4,10.83,0.9599340972
